lights,T2,T3,T6,T8,RH_8,RH_9,RH_out,time
-0.5026705160903567,1.0938958708048707,1.8780557243561598,0.8770126743830575,1.252024558952373,0.06617254644660804,0.5344670015762454,-1.1701777062525216,-1.0458766848305137
-0.5026705160903567,1.0853675293247331,1.8780557243561598,0.8923798900224352,1.252024558952373,0.03975074760194557,0.5344670015762454,-1.1820306878749263,-1.0218566573521652
-0.5026705160903567,1.0580768258425848,1.922059932180709,0.9072079044390619,1.252024558952373,0.01397338414859407,0.5344670015762454,-1.1938836702085096,-0.9978366298738166
-0.5026705160903567,1.0341974625343957,1.922059932180709,0.9409079394099436,1.193362347954118,-0.03049256892008338,0.5344670015762454,-1.1583247239189385,-0.973816602395468
-0.5026705160903567,1.0341974625343957,1.922059932180709,0.9530399517568203,1.193362347954118,-0.04338125161340899,0.5344670015762454,-1.1227657776293674,-0.9497965749171194
-0.5026705160903567,1.0341974625343957,1.922059932180709,0.9530399517568203,1.193362347954118,-0.07689182429609565,0.5344670015762454,-1.0872068313397962,-0.9257765474387708
-0.5026705160903567,1.0341974625343957,1.9440620327926668,0.9530399517568203,1.193362347954118,-0.10266918774944578,0.5344670015762454,-1.0516478850502253,-0.9017565199604222
-0.5026705160903567,1.0341974625343957,1.988066240617216,0.9665199661495734,1.193362347954118,-0.10975796352076968,0.5344670015762454,-1.0160889387606542,-0.8777364924820736
-0.5026705160903567,1.0341974625343957,1.9440620327926668,1.0197660196646443,1.1786967952045526,-0.11845782390377224,0.5344670015762454,-0.9805299924710831,-0.853716465003725
-0.5026705160903567,1.0341974625343957,1.9440620327926668,1.0689680690640895,1.1738082795767721,-0.10975796352076968,0.5344670015762454,-0.9923829748046663,-0.8296964375253764
-0.5026705160903567,1.0341974625343957,1.9440620327926668,1.1087341102084096,1.134700136955861,-0.10975796352076968,0.5162541848825867,-1.0042359564270709,-0.8056764100470278
-0.5026705160903567,1.0512541514645082,1.988066240617216,1.1491741513646665,1.134700136955861,-0.10975796352076968,0.5344670015762454,-1.0160889387606542,-0.7816563825686792
-0.5026705160903567,1.0938958708048707,1.988066240617216,1.2307282336891172,1.134700136955861,-0.08849163814009768,0.5510241092418423,-1.0279419210942373,-0.7576363550903304
-0.5026705160903567,1.1024242122850063,1.988066240617216,1.2833002871922512,1.134700136955861,-0.08849163814009768,0.5344670015762454,-1.039794902716642,-0.733616327611982
-0.5026705160903567,1.141654597421249,1.988066240617216,1.3190223242209453,1.134700136955861,-0.08269173121809735,0.5667533599098404,-1.0516478850502253,-0.7095963001336334
-0.5026705160903567,1.1365375901452313,2.007868133148169,1.3325023386136983,1.134700136955861,-0.056914367764745843,0.5816547560638077,-1.1583247239189385,-0.6855762726552846
-0.5026705160903567,1.1535942790753437,2.0474719182100736,1.3850743921168323,1.134700136955861,-0.017603886226757768,0.6089739823460798,-1.2650015627876516,-0.6615562451769362
-0.5026705160903567,1.1919718246907167,2.0276700256791225,1.54683455674186,1.134700136955861,0.008173477226593739,0.6238753785000453,-1.3716784016563648,-0.6375362176985875
-0.5026705160903567,1.2960176253734526,1.988066240617216,1.8696808839579764,1.134700136955861,0.04683952337326948,0.5816547560638077,-1.4783552405250782,-0.6135161902202388
-0.5026705160903567,1.6431212268932325,2.0474719182100736,2.1001891185486405,1.134700136955861,0.04683952337326948,0.5816547560638077,-1.5850320793937913,-0.5894961627418904
